Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,269.839996,270.850006,269.369995,270.850006,250.619934,8545200
2018-01-03,271.049988,272.630005,270.950012,272.420013,252.072662,3768400
2018-01-04,273.230011,274.170013,273.109985,273.600006,253.164505,3394700
2018-01-05,274.549988,275.559998,273.980011,275.329987,254.765305,4150500
2018-01-08,275.369995,276.109985,274.989990,275.940002,255.329681,2881800
2018-01-09,276.440002,277.250000,276.119995,276.570007,255.912735,3150200
2018-01-10,275.720001,276.440002,274.940002,276.130005,255.505585,3939800
2018-01-11,276.779999,278.130005,276.589996,278.089996,257.319183,3142200
2018-01-12,278.480011,280.149994,278.339996,279.910004,259.003235,4499700
2018-01-16,281.399994,282.149994,278.200012,278.899994,258.068695,6537800
2018-01-17,280.049988,282.109985,279.239990,281.679993,260.641022,4703500
2018-01-18,281.570007,282.010010,280.640015,281.260010,260.252411,3464000
2018-01-19,281.890015,282.489990,281.209991,282.489990,261.390564,4276200
2018-01-22,282.209991,284.760010,282.190002,284.730011,263.463196,4499700
2018-01-23,284.820007,285.700012,284.480011,285.390015,264.073914,3531200
2018-01-24,286.130005,286.799988,283.929993,285.239990,263.935120,5149700
2018-01-25,286.220001,286.350006,284.500000,285.350006,264.036835,4014600
2018-01-26,286.350006,288.690002,286.059998,288.660004,267.099670,3379600
2018-01-29,288.109985,288.549988,286.619995,286.750000,265.332336,4896200
2018-01-30,284.640015,285.380005,283.299988,283.649994,262.463867,7424400
2018-01-31,284.799988,285.399994,282.760010,284.149994,262.926544,6991100
2018-02-01,283.160004,285.160004,282.769989,283.790009,262.593384,4554900
2018-02-02,282.100006,282.290009,277.440002,277.529999,256.800964,6854100
2018-02-05,275.450012,277.859985,265.170013,266.049988,246.178406,14707500
2018-02-06,261.880005,271.640015,260.570007,271.260010,250.999374,16088400
2018-02-07,270.459991,274.359985,269.589996,269.589996,249.454010,9319000
2018-02-08,269.940002,270.119995,259.459991,259.619995,240.228714,9555900
2018-02-09,262.769989,265.540009,254.770004,263.670013,243.976212,15080700
2018-02-12,265.670013,268.929993,263.820007,267.179993,247.223999,6801400
2018-02-13,265.899994,268.559998,265.239990,267.959991,247.945755,4210500
2018-02-14,266.359985,271.980011,266.220001,271.649994,251.360153,6380400
2018-02-15,273.519989,275.029999,270.779999,275.019989,254.478439,5461700
2018-02-16,274.359985,277.359985,274.230011,275.089996,254.543167,4740000
2018-02-20,274.040009,275.690002,272.519989,273.410004,252.988724,5578500
2018-02-21,273.899994,276.730011,271.980011,272.000000,251.684021,8167000
2018-02-22,273.130005,275.070007,271.630005,272.369995,252.026428,5544500
2018-02-23,273.850006,276.739990,273.290009,276.720001,256.051453,6619800
2018-02-26,277.959991,280.059998,277.329987,279.959991,259.049469,3803500
2018-02-27,280.200012,281.029999,276.410004,276.480011,255.829407,6107300
2018-02-28,277.739990,278.230011,273.329987,273.339996,252.923965,4951800
2018-03-01,273.459991,275.170013,267.950012,269.700012,249.555817,7706000
2018-03-02,267.690002,271.709991,266.769989,271.200012,250.943802,5459300
2018-03-05,269.709991,274.910004,269.589996,274.200012,253.719681,4124400
2018-03-06,275.290009,275.420013,273.190002,274.950012,254.413742,4385200
2018-03-07,272.429993,275.190002,272.230011,274.850006,254.321091,4153800
2018-03-08,275.570007,276.260010,274.450012,276.130005,255.505585,3448800
2018-03-09,277.769989,280.920013,277.390015,280.820007,259.845215,5534500
2018-03-12,281.320007,282.000000,280.160004,280.589996,259.632385,3277300
2018-03-13,281.929993,282.500000,278.109985,278.769989,257.948395,5284300
2018-03-14,279.899994,280.100006,276.739990,277.339996,256.625153,4153300
2018-03-15,277.959991,278.660004,276.470001,277.049988,256.356812,3443500
2018-03-16,277.660004,278.529999,277.299988,277.299988,256.588135,9106600
2018-03-19,276.489990,276.500000,271.720001,273.579987,253.145996,4573300
2018-03-20,274.010010,274.760010,273.299988,274.059998,253.590134,5915200
2018-03-21,273.980011,276.399994,273.299988,273.559998,253.127518,4234400
2018-03-22,269.670013,270.730011,265.209991,265.470001,246.750381,4727500
